company,product,series,brand,part_number,country,chassis,main_page,navigate_second,lenovo_chassis,navigate_add_to_cart,model_name,price,discounted_price,discount,processor,operating system,display,memory,hard drive,graphics,camera,bluetooth,warrenty,battery
elpalaciodehierro,laptop,,Asus,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/asus-laptop-gamer-rog-zephyrus-duo-gx550-15.6-nvidia-geforce-rtx-2080-intel-core-i9-10980hk-ram-32-gb-dd-1-tb-ssd-41148512.html,,,"Laptop Gamer ROG Zephyrus Duo GX550, 15.6"", Nvidia GeForce RTX 2080, Intel Core i9-10980HK, RAM 32 GB, DD 1 TB SSD",105299.1,129999,,Intel Core i9-10980HK,Windosw 10,15.6",32 GB,1 TB SSD,GeForce RTX 2080,,,GeForce RTX 2080,
elpalaciodehierro,laptop,,Acer,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/acer-laptop-gaming-predator-helios-300-17.3-nvidia-geforce-rtx-2060-intel-core-i7-9750h-ram-16-gb-ssd-512-gb-negra-40956502.html,,,"Laptop, Gaming Predator Helios 300, 17.3', Nvidia GeForce RTX 2060, Intel Core i7-9750H, RAM 16 GB, SSD 512 GB, Negra",47609.1,52899,,Intel Core i7-9750H,Windows 10 Home,17.3',16 GB,SSD 512 GB,GeForce RTX 2060,,,GeForce RTX 2060,
elpalaciodehierro,laptop,,Lenovo,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/lenovo-notebook-yoga-book-c930-10.8-intel-core-i5-ram-4-gb-ssd-256-gb-40744231.html,,,"Notebook Yoga Book C930, 10.8"", Intel Core i5, RAM 4 GB, SSD 256 GB",33299.1,36999,,Intel Core i5,Windows 10 Home 64 (Espa&ntilde;ol),10.8",4GB LPDDR3 (soldada),256GB SSD M.2,,,,,
elpalaciodehierro,laptop,,Lenovo,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/lenovo-laptop-gaming-legion-y740-15.6-nvidia-geforce-rtx-2060-intel-core-i7-ram-16-gb-ssd-128-tb-dd-1-tb-negra-40417784.html,,,"Laptop Gaming Legion Y740, 15.6', Nvidia GeForce RTX 2060, Intel Core i7, RAM 16 GB, SSD 128 TB, DD 1 TB, Negra",44099.1,48999,,"Intel Core i7-9750H Processor (2,60GHz 12MB)",Windows 10 Home Single Language 64,15.6",16 GB,SSD 128 GB; DD 1 TB,GeForce RTX 2060,,,GeForce RTX 2060,
elpalaciodehierro,laptop,,Dell,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/dell-laptop-gaming-inspiron-g7-7790-17-nvidia-geforce-rtx-2060-intel-core-i5-9300h-ram-8-gb-ssd-128-gb-dd-1-tb-gris-40322211.html,,,"Laptop Gaming, Inspiron G7 7790, 17'', Nvidia GeForce RTX 2060, Intel Core i5-9300H, RAM 8 GB, SSD 128 GB, DD 1 TB, Gris",29249.1,32499,,Intel Core i5-9300H,Windows 10,17.3'',8 GB,1 TB,GeForce RTX 2060,,,GeForce RTX 2060,
elpalaciodehierro,laptop,,Hp,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/hp-omen-15-ek0012la-intel-core-i7-8-gb-512-gb-ssd-32-gb-intel-optane-15.6-41503105.html,,,"OMEN 15-ek0012la, Intel Core i7, 8 GB, 512 GB SSD + 32 GB Intel Optane 15.6""",28232.1,36905,,Intel Core i7,Windows 10,15.6",8 GB,512 GB SSD + 32 GB Intel Optane,,,,,
elpalaciodehierro,laptop,,Asus,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/asus-laptop-vivobook-s15-15.6-intel-core-i5-ram-8-gb-ssd-512-gb-32-gb-optane-verde-41577614.html,,,"Laptop, VivoBook S15, 15.6"", Intel Core i5, RAM 8 GB, SSD 512 GB + 32 GB Optane, Verde",22499.1,24999,,Intel Core i5-1135G7,Windows 10,15.6",8 GB,512 GB SSD + 32 GB Optane,"PROESADOR INTEL CORE I5-1135G7, MEMORIA RAM 8GB, DISCO 512G SSD + INTEL OPTANE 32G, PANTALLA 15.6"" FHD",,,"PROESADOR INTEL CORE I5-1135G7, MEMORIA RAM 8GB, DISCO 512G SSD + INTEL OPTANE 32G, PANTALLA 15.6"" FHD",
elpalaciodehierro,laptop,,Asus,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/asus-laptop-vivobook-s15-15.6-intel-core-i5-ram-8-gb-ssd-512-gb-32-gb-optane-roja-41577613.html,,,"Laptop, VivoBook S15, 15.6"", Intel Core i5, RAM 8 GB, SSD 512 GB + 32 GB Optane, Roja",22499.1,24999,,Intel Core i5-1135G7,Windows 10,15.6",8 GB,512 GB SSD + 32 GB Optane,"PROESADOR INTEL CORE I5-1135G7, MEMORIA RAM 8GB, DISCO 512G SSD + INTEL OPTANE 32G, PANTALLA 15.6"" FHD",,,"PROESADOR INTEL CORE I5-1135G7, MEMORIA RAM 8GB, DISCO 512G SSD + INTEL OPTANE 32G, PANTALLA 15.6"" FHD",
elpalaciodehierro,laptop,,Asus,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/asus-laptop-gaming-tuf-f15-15.6-nvidia-geforce-gtx-1650-ti-intel-core-i7-ram-8-gb-dd-1-tb-256-gb-ssd-gris-41577609.html,,,"Laptop Gaming, TUF F15, 15.6"", NVIDIA GeForce GTX 1650 Ti, Intel Core i7, RAM 8 GB, DD 1 TB + 256 GB SSD, Gris",30599.1,33999,,Intel Core i7-10870H,Windows 10,15.6",8 GB,1TB + 256 GB SSD,"PROCESADOR INTEL COREI7-10870H, MEMORIA RAM 8GB, DISCO DURO 1TB+256G SSD, GRÁFICOS NVIDIA GEFORCE GTX 1650TI, PANTALLA 15.6"" FHD 60HZ",,,"PROCESADOR INTEL COREI7-10870H, MEMORIA RAM 8GB, DISCO DURO 1TB+256G SSD, GRÁFICOS NVIDIA GEFORCE GTX 1650TI, PANTALLA 15.6"" FHD 60HZ",
elpalaciodehierro,laptop,,Dell,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/dell-laptop-gaming-g7-17-nvida-geforce-rtx-2060-core-i7-10a.-gen.-16-gb-ram-512-ssd-41187349.html,,,"Laptop Gaming G7 17"", NVIDA GEFORCE RTX 2060, Core i7 10a. Gen., 16 GB RAM, 512 SSD",42299.1,46999,,Core i7,WIN 10,17.3",16 GB,512GB CL35 M.2 SSD,,,,,
elpalaciodehierro,laptop,,Asus,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/asus-laptop-gaming-tuf-f15-15.6-nvidia-geforce-gtx-1650-ti-intel-core-i5-ram-8-gb-dd-1-tb-256-gb-ssd-gris-41577608.html,,,"Laptop Gaming, TUF F15, 15.6"", NVIDIA GeForce GTX 1650 Ti, Intel Core i5, RAM 8 GB, DD 1 TB + 256 GB SSD, Gris",24299.1,26999,,Intel Core i5-10300H,Windows 10,15.6",8 GB,1TB + 256 GB SSD,"PROCESADOR INTEL COREI5 10300H, MEMORIA RAM 8GB, DISCO DURO 1TB+256G SSD, GRÁFICOS NVIDIA GEFORCE GTX 1650TI, PANTALLA 15.6"" FHD 60HZ",,,"PROCESADOR INTEL COREI5 10300H, MEMORIA RAM 8GB, DISCO DURO 1TB+256G SSD, GRÁFICOS NVIDIA GEFORCE GTX 1650TI, PANTALLA 15.6"" FHD 60HZ",
elpalaciodehierro,laptop,,Apple,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/apple-macbook-pro-13-chip-m1-cpu-8-nucleos-gpu-8-nucleos-neural-engine-16-nucleos-ram-8-gb-ssd-512-gb-plata-41439611.html,,,"MacBook Pro, 13"", Chip M1, CPU 8 Núcleos, GPU 8 Núcleos, Neural Engine 16 Núcleos, RAM 8 GB, SSD 512 GB, Plata",40889,40889,,"Chip M1 de Apple con CPU de 8 n&uacute;cleos, GPU de 8 n&uacute;cleos y Neural Engine de 16 n&uacute;cleos",macOS Big Sur,13",8 GB,512 SSD,,,,,
elpalaciodehierro,laptop,,Hp,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/hp-laptop-gaming-omen-15-en0002la-15.6-nvidia-geforce-rtx-2060-amd-ryzen-7-4800h-ram-16-gb-ssd-512-gb-41588970.html,,,"Laptop, Gaming OMEN 15-en0002la, 15.6"", NVIDIA GeForce RTX 2060, AMD Ryzen 7 4800H, RAM 16 GB, SSD 512 GB",39217.5,43575,,"AMD Ryzen 7 4800H (velocidad base de 2,9 GHz, velocidad de r&aacute;faga m&aacute;xima de hasta 4,3 GHz, 4 MB de cach&eacute; L2 y 8 n&uacute;cleos)",Windows 10 Home 64,15.6",16 GB,512 GB,,,,,
elpalaciodehierro,laptop,,Huawei,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/huawei-laptop-matebook-d-14-14-amd-ryzen-7-ram-8-ssd-512-gb-silver-41451253.html,,,"Laptop, MateBook D 14, 14"", AMD Ryzen 7, RAM 8, SSD 512 GB, Silver",17999.1,19999,,AMD Ryzen 7,Windows 10 Home,14",8 GB,SSD 512 GB,,,,,
elpalaciodehierro,laptop,,Apple,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/apple-macbook-air-13-chip-m1-ram-8-gb-ssd-512-gb-plata-41439605.html,,,"MacBook Air, 13'', Chip M1, RAM 8 GB, SSD 512 GB, Plata",32879,32879,,"Chip M1 con CPU de 8 n&uacute;cleos, GPU de 8 n&uacute;cleos y Neural Engine de 16 n&uacute;cleos",macOS Big Sur,13",8 GB,512 GB,,,,,
elpalaciodehierro,laptop,,Dell,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/dell-laptop-xps-9310-13-intel-core-i7-11a-gen.-ram-16-gb-ssd-512-gb-plata-41514455.html,,,"Laptop, XPS 9310, 13"", Intel Core i7 11a Gen., RAM 16 GB, SSD 512 GB, Plata",41399.1,45999,,"11a Generaci&oacute;n Intel Core i7-1165G7 (12MB Cache, up to 4.7 GHz)",Windows 10 Pro,13.4'',16 GB,512 GB SSD,,,,,
elpalaciodehierro,laptop,,Hp,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/hp-omen-15-en0001la-15.6-amd-ryzen-7-8gb-512gb-ssd-41154900.html,,,"OMEN 15-en0001la, 15.6"", AMD Ryzen 7, 8GB, 512GB SSD",30910.25,36365,,AMD Ryzen 7 4800H,Windows 10 Home,15.6",8 GB,SSD 512 GB,,,,,
elpalaciodehierro,laptop,,Asus,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/asus-laptop-vivobook-15-x512-15.6-intel-core-i5-ram-12-gb-dd-1tb-128-gb-ssd-plata-41148501.html,,,"Laptop, VivoBook 15 X512, 15.6"", Intel Core i5, RAM 12 GB, DD 1TB + 128 GB SSD, Plata",17729.1,19699,,Intel Core i5-1035G1,Windows 10,15.6",12 GB,1 TB + 128 GB SSD,,,,,
elpalaciodehierro,laptop,,Dell,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/dell-laptop-inspiron-5301-13.3-intel-core-i7-ram-8-gb-ssd-512-gb-plata-41514451.html,,,"Laptop, Inspiron 5301, 13.3"", Intel Core i7, RAM 8 GB, SSD 512 GB, Plata",26099.1,28999,,"11th Generation Intel Core i7-1165G7 Processor (12 MB Cache, up to 4.7 GHz)",Windows 10,13.3",8 GB,512 GB SSD,,,,,
elpalaciodehierro,laptop,,Hp,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/hp-laptop-pavilion-15-cw1008la-15.6-amd-ryzen-7-ram-8-gb-ssd-512-gb-41476448.html,,,"Laptop Pavilion 15-cw1008la, 15.6"", AMD Ryzen 7, RAM 8 GB, SSD 512 GB",20528.1,22809,,AMD Ryzen 7 3700U (2a),Windows 10,15.6",8 GB,SSD M.2 NVME PCIe de 512 GB,,,,,
elpalaciodehierro,laptop,,Apple,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/apple-macbook-pro-16-inte-core-i9-ram-16-gb-ssd-1-tb-plata-40641865.html,,,"MacBook Pro, 16'', Inte Core i9, RAM 16 GB, SSD 1 TB, Plata",72999,72999,,Intel Core i9,macOS Catalina,16'',16 GB,,,,,,
elpalaciodehierro,laptop,,Apple,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/apple-macbook-pro-13.3-intel-core-i5-ram-8-gb-dd-256-gb-plata-40220988.html,,,"MacBook Pro, 13.3', Intel Core i5, RAM 8 GB, DD 256 GB, Plata",33599.2,41999,,,macOS Mojave,13.3',8 GB,,,,,,
elpalaciodehierro,laptop,,Apple,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/apple-macbook-pro-13-chip-m1-de-apple-con-cpu-de-8-nucleos-ram-8-gb-dd-256-gb-gris-espacial-41439608.html,,,"MacBook Pro 13"", Chip M1 de Apple con CPU de 8 núcleos, RAM 8 GB, DD 256 GB, Gris Espacial",35269,35269,,Chip M1 de Apple con CPU de 8 n&uacute;cleos,macOS Big Sur,13",8 GB,256 GB,,,,,
elpalaciodehierro,laptop,,Apple,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/apple-macbook-air-13-chip-m1-de-apple-con-cpu-de-8-nucleos-ram-8-gb-dd-256-gb-oro-41439606.html,,,"MacBook Air 13"", Chip M1 de Apple con CPU de 8 núcleos, RAM 8 GB, DD 256 GB, Oro",26149,26149,,Chip M1 de Apple con CPU de 8 n&uacute;cleos,macOS Big Sur,13",8 GB,256 GB,,,,,
elpalaciodehierro,laptop,,Apple,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/apple-macbook-air-13.3-intel-core-i5-ram-8-gb-ssd-512-gb-gris-espacial-40967743.html,,,"MacBook Air, 13.3', Intel Core i5, RAM 8 GB, SSD 512 GB, Gris Espacial",31579,31579,,Intel Core i5 de 4 n&uacute;cleos y 1.1 GHz (Turbo Boost de hasta 3.5 GHz) con 6 MB de cach&eacute; L3,macOS Catalina,,8 GB de memoria LPDDR4X de 3733 MHz integrada,512 GB,,,,,
elpalaciodehierro,laptop,,Apple,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/apple-macbook-pro-16-intel-core-i7-ram-16-gb-ssd-512-gb-gris-espacial-40641862.html,,,"MacBook Pro, 16'', Intel Core i7, RAM 16 GB, SSD 512 GB, Gris Espacial",62999,62999,,Intel Core i7,macOS Catalina,16'',16 GB,,,,,,
elpalaciodehierro,laptop,,msi,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/msi-laptop-prestige-15-a10sc-401-15.6-nvidia-geforce-gtx-1650-intel-core-i7-10%C2%AA-generacion-ram-16-gb-ssd-1-tb-41148522.html,,,"Laptop, Prestige 15 A10SC-401, 15.6"", NVIDIA GeForce GTX 1650, Intel Core i7 10ª Generación, RAM 16 GB, SSD 1 TB",53999,53999,,Intel Core i7 10&ordf; Generaci&oacute;n,Windows 10,15.6",16 GB,1 TB,,,,,
elpalaciodehierro,laptop,,msi,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/msi-laptop-gaming-gf63-thin-10scsr-15.6-nvidia-geforce-gtx-1650-ti-max-q-intel-core-i7-10750h-10ma-generacion-ram-8-gb-ssd-512-gb-41148521.html,,,"Laptop, Gaming GF63 Thin 10SCSR, 15.6"", NVIDIA GeForce GTX 1650 Ti Max-Q, Intel Core i7-10750H 10ma Generación, RAM 8 GB, SSD 512 GB",41999,41999,,Intel Core i7-10750H 10ma Generaci&oacute;n,Windows 10 Home / Windows 10 Pro,15.6",8 GB,512 GB,GeForce GTX 1650 Ti Max Q,,,GeForce GTX 1650 Ti Max Q,
elpalaciodehierro,laptop,,Dell,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/dell-laptop-gaming-g5-15.6-amd-radeon-rx-ryzen7-ram-16-gb-ssd-512-gb-plata-41187345.html,,,"Laptop Gaming G5 15.6"", AMD Radeon RX, Ryzen7, RAM 16 GB, SSD 512 GB, Plata",31949.1,35499,,AMD Ryzen 7 4800H AMD 8 Cores,Windows 10,15.6",16 GB,SSD 512 GB CL35 M.2,,,,,
elpalaciodehierro,laptop,,Lenovo,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/lenovo-notebook-ideapad-s145-14-intel-core-i7-1065g7-ram-8-gb-dd-1-tb-41335705.html,,,"Notebook, IdeaPad S145, 14"", Intel Core i7-1065G7, RAM 8 GB, DD 1 TB",21599.1,23999,,Intel Core i7-1065G7 1.3G 4C MB,Windows 10 Home 64,14",8 GB (4GB Soldered DDR4-2666 + 4GB SO-DIMM DDR4-2666),1 TB 5400RPM 2.5 7MM + SSD 128 GB,HDMI / SSD 128GB,,,HDMI / SSD 128GB,
elpalaciodehierro,laptop,,Hp,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/hp-hp-laptop-15-dy1002la-intel-core-i3-8-gb-256-gb-ssd-15.6-40638673.html,,,"HP Laptop 15-dy1002la, Intel Core i3, 8 GB, 256 GB SSD, 15.6""",14602.5,16225,,Intel Core i3,Windows 10 Home,15.6",8 GB,256 GB SSD,,,,,
elpalaciodehierro,laptop,,Hp,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/hp-laptop-pavilion-13-an1011-13.3-intel-core-i5-1035g1-ram-8-gb-ssd-256-gb-plateada-40638671.html,,,"Laptop, Pavilion 13-AN1011, 13.3'', Intel Core i5-1035G1, RAM 8 GB, SSD 256 GB, Plateada",20042.1,22269,,10&ordf; Generaci&oacute;n Intel Core i5-1035G1,Windows 10 Home 64,13.3'',8 GB,SSD Intel de 256 GB + 16 GB de memoria Intel Optane,,,,,
elpalaciodehierro,laptop,,Hp,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/hp-laptop-pavilion-15-cs3011la-16.5-intel-core-i5-ram-8-gb-ssd-256-gb-40837885.html,,,"Laptop, Pavilion 15-CS3011LA, 16.5"", Intel Core i5, RAM 8 GB, SSD 256 GB",24884.1,27649,,10&ordf; generaci&oacute;n de Intel Core i5-1035G1,Windows 10 Home,15.6",8 GB DDR4,SSD Intel de 256 GB + 16 GB de memoria Intel Optane,,,,,
elpalaciodehierro,laptop,,Hp,,MX,,https://www.elpalaciodehierro.com/electronica/computadoras/laptops/,https://www.elpalaciodehierro.com/hp-hp-pavilion-15-cw1005la-15.6-amd-ryzen-7-16-gb-1-tb-128-gb-ssd-40285896.html,,,"HP Pavilion 15-cw1005la, 15.6"", AMD Ryzen 7, 16 GB, 1 TB 128 GB SSD",25177.5,27975,,AMD Ryzen 7 3700U (2a),Windows 10 Home,15.6",16 GB,SSD 128 GB,,,,,
